2019-12-31 09:21:06.375321	2链接到ES-dll成功
2019-12-31 09:21:06.391281	开始握手
2019-12-31 09:21:09.074110	握手成功
2019-12-31 09:21:09.518920	2Success+Login
2019-12-31 09:21:09.518920	2登录成功
2019-12-31 09:21:09.519918	2开始订阅
2019-12-31 09:21:09.519918	2订阅完毕，等待交易所
2019-12-31 09:21:09.719428	2Success+API初始化完成
2019-12-31 09:21:09.720429	2Success+SubscribeQuote+COMEX+F+GC+1912
2019-12-31 09:21:09.721380	2Warning+SubscribeQuote+72104+COMEX+F+GC+1910
